date,home_team,away_team,home_score,away_score,league,round
2022-10-08,岩手,東京Ｖ,0,2,Ｊ２,第４０節
2022-10-08,YS横浜,鹿児島,0,1,Ｊ３,第２８節
2022-10-08,愛媛,長野,2,2,Ｊ３,第２８節
2022-10-08,相模原,今治,0,2,Ｊ３,第２８節
2022-10-05,大宮,山形,1,1,Ｊ２,第３３節
2022-10-02,仙台,東京Ｖ,0,2,Ｊ２,第３９節
2022-10-02,熊本,秋田,1,2,Ｊ２,第３９節
2022-10-02,水戸,千葉,0,1,Ｊ２,第３９節
2022-10-02,山口,岩手,2,2,Ｊ２,第３９節
2022-10-02,金沢,岡山,3,1,Ｊ２,第３９節
2022-10-02,八戸,愛媛,1,0,Ｊ３,第２７節
2022-10-02,今治,鳥取,3,0,Ｊ３,第２７節
2022-10-02,いわき,讃岐,4,1,Ｊ３,第２７節
2022-10-02,沼津,松本,0,0,Ｊ３,第２７節
2022-10-02,富山,相模原,1,0,Ｊ３,第２７節
2022-10-02,岐阜,福島,1,1,Ｊ３,第２７節
2022-10-02,北九州,宮崎,4,0,Ｊ３,第２７節
2022-10-01,名古屋,横浜FM,0,4,Ｊ１,第３１節
2022-10-01,Ｃ大阪,湘南,1,1,Ｊ１,第３１節
2022-10-01,福岡,神戸,0,1,Ｊ１,第３１節
2022-10-01,広島,浦和,4,1,Ｊ１,第３１節
2022-10-01,鳥栖,京都,0,1,Ｊ１,第３１節
2022-10-01,鹿島,FC東京,0,1,Ｊ１,第３１節
2022-10-01,Ｇ大阪,柏,0,0,Ｊ１,第３１節
2022-10-01,鹿児島,長野,4,1,Ｊ３,第２７節
2022-10-01,札幌,川崎Ｆ,4,3,Ｊ１,第３１節
2022-10-01,群馬,大宮,1,0,Ｊ２,第３９節
2022-10-01,甲府,栃木Ｃ,0,1,Ｊ２,第３９節
2022-10-01,徳島,町田,3,2,Ｊ２,第３９節
2022-10-01,琉球,横浜FC,0,1,Ｊ２,第３９節
2022-10-01,大分,長崎,3,1,Ｊ２,第３９節
2022-10-01,藤枝,YS横浜,4,1,Ｊ３,第２７節
2022-10-01,山形,新潟,1,1,Ｊ２,第３９節
2022-09-25,栃木Ｃ,琉球,0,0,Ｊ２,第３８節
2022-09-25,新潟,大宮,1,0,Ｊ２,第３８節
2022-09-25,岩手,金沢,1,3,Ｊ２,第３８節
2022-09-25,千葉,熊本,0,1,Ｊ２,第３８節
2022-09-25,秋田,町田,2,1,Ｊ２,第３８節
2022-09-25,徳島,水戸,1,1,Ｊ２,第３８節
2022-09-25,岡山,仙台,3,0,Ｊ２,第３８節
2022-09-25,いわき,岐阜,2,1,Ｊ３,第２６節
2022-09-25,宮崎,今治,2,3,Ｊ３,第２６節
2022-09-25,相模原,八戸,0,2,Ｊ３,第２６節
2022-09-25,福島,北九州,2,1,Ｊ３,第２６節
2022-09-25,松本,YS横浜,0,1,Ｊ３,第２６節
2022-09-25,讃岐,富山,0,4,Ｊ３,第２６節
2022-09-25,長野,沼津,2,1,Ｊ３,第２６節
2022-09-24,愛媛,藤枝,0,1,Ｊ３,第２６節
2022-09-24,鳥取,鹿児島,6,0,Ｊ３,第２６節
2022-09-24,長崎,横浜FC,0,2,Ｊ２,第３８節
2022-09-24,大分,甲府,2,1,Ｊ２,第３８節
2022-09-24,東京Ｖ,山形,1,0,Ｊ２,第３８節
2022-09-24,群馬,山口,1,6,Ｊ２,第３８節
2022-09-21,水戸,東京Ｖ,1,2,Ｊ２,第３１節
2022-09-21,沼津,藤枝,0,0,Ｊ３,第２０節
2022-09-21,長崎,栃木Ｃ,1,1,Ｊ２,第３３節
2022-09-20,熊本,岩手,1,0,Ｊ２,第３７節
2022-09-19,鹿児島,北九州,1,0,Ｊ３,第２５節
2022-09-18,金沢,大分,3,3,Ｊ２,第３７節
2022-09-18,横浜FM,札幌,0,0,Ｊ１,第３０節
2022-09-18,FC東京,京都,2,0,Ｊ１,第３０節
2022-09-18,神戸,Ｇ大阪,2,1,Ｊ１,第３０節
2022-09-18,仙台,徳島,1,1,Ｊ２,第３７節
2022-09-18,秋田,群馬,0,1,Ｊ２,第３７節
2022-09-18,新潟,水戸,2,0,Ｊ２,第３７節
2022-09-18,長野,福島,0,1,Ｊ３,第２５節
2022-09-18,町田,東京Ｖ,2,2,Ｊ２,第３７節
2022-09-18,山形,千葉,2,0,Ｊ２,第３７節
2022-09-18,琉球,山口,0,1,Ｊ２,第３７節
2022-09-18,大宮,栃木Ｃ,3,1,Ｊ２,第３７節
2022-09-18,藤枝,相模原,1,0,Ｊ３,第２５節
2022-09-18,松本,鳥取,2,1,Ｊ３,第２５節
2022-09-18,今治,いわき,1,0,Ｊ３,第２５節
2022-09-18,横浜FC,甲府,1,0,Ｊ２,第３７節
2022-09-17,柏,川崎Ｆ,1,1,Ｊ１,第３０節
2022-09-17,磐田,Ｃ大阪,2,2,Ｊ１,第３０節
2022-09-17,福岡,清水,3,2,Ｊ１,第３０節
2022-09-17,名古屋,広島,0,0,Ｊ１,第３０節
2022-09-17,湘南,浦和,0,0,Ｊ１,第３０節
2022-09-17,岡山,長崎,3,0,Ｊ２,第３７節
2022-09-17,YS横浜,讃岐,0,0,Ｊ３,第２５節
2022-09-17,沼津,富山,1,0,Ｊ３,第２５節
2022-09-17,八戸,岐阜,3,1,Ｊ３,第２５節
2022-09-16,鳥栖,鹿島,1,1,Ｊ１,第３０節
2022-09-14,山口,金沢,1,1,Ｊ２,第３６節
2022-09-14,名古屋,川崎Ｆ,1,1,Ｊ１,第２２節
2022-09-14,神戸,FC東京,2,1,Ｊ１,第２６節
2022-09-14,京都,横浜FM,1,2,Ｊ１,第２６節
2022-09-14,浦和,Ｃ大阪,0,1,Ｊ１,第２６節
2022-09-14,岩手,千葉,1,2,Ｊ２,第３６節
2022-09-14,東京Ｖ,秋田,0,2,Ｊ２,第３６節
2022-09-14,熊本,町田,0,0,Ｊ２,第３６節
2022-09-14,岐阜,藤枝,0,3,Ｊ３,第２１節
2022-09-14,水戸,長崎,0,1,Ｊ２,第３６節
2022-09-14,群馬,琉球,0,0,Ｊ２,第３６節
2022-09-14,栃木Ｃ,仙台,0,1,Ｊ２,第３６節
2022-09-14,山形,横浜FC,2,0,Ｊ２,第３６節
2022-09-14,徳島,岡山,1,0,Ｊ２,第３６節
2022-09-14,甲府,新潟,1,2,Ｊ２,第３６節
2022-09-14,大宮,大分,2,2,Ｊ２,第３６節
2022-09-11,YS横浜,相模原,0,4,Ｊ３,第２４節
2022-09-11,鹿児島,讃岐,3,2,Ｊ３,第２４節
2022-09-11,北九州,いわき,0,1,Ｊ３,第２４節
2022-09-11,札幌,磐田,4,0,Ｊ１,第２９節
2022-09-10,浦和,柏,4,1,Ｊ１,第２９節
2022-09-10,町田,山口,0,1,Ｊ２,第３５節
2022-09-10,横浜FC,栃木Ｃ,0,0,Ｊ２,第３５節
2022-09-10,千葉,金沢,1,0,Ｊ２,第３５節
2022-09-10,神戸,名古屋,0,0,Ｊ１,第２９節
2022-09-10,Ｃ大阪,鳥栖,2,1,Ｊ１,第２９節
2022-09-10,清水,湘南,1,1,Ｊ１,第２９節
2022-09-10,Ｇ大阪,FC東京,0,0,Ｊ１,第２９節
2022-09-10,京都,鹿島,1,1,Ｊ１,第２９節
2022-09-10,横浜FM,福岡,1,0,Ｊ１,第２９節
2022-09-10,川崎Ｆ,広島,4,0,Ｊ１,第２９節
2022-09-10,岩手,水戸,1,0,Ｊ２,第３５節
2022-09-10,富山,宮崎,2,1,Ｊ３,第２４節
2022-09-10,甲府,大宮,0,3,Ｊ２,第３５節
2022-09-10,新潟,琉球,3,0,Ｊ２,第３５節
2022-09-10,秋田,徳島,0,0,Ｊ２,第３５節
2022-09-10,大分,仙台,1,0,Ｊ２,第３５節
2022-09-10,長崎,熊本,1,3,Ｊ２,第３５節
2022-09-10,岡山,山形,2,1,Ｊ２,第３５節
2022-09-10,藤枝,八戸,2,0,Ｊ３,第２４節
2022-09-10,福島,松本,0,1,Ｊ３,第２４節
2022-09-10,鳥取,沼津,3,0,Ｊ３,第２４節
2022-09-10,岐阜,長野,1,1,Ｊ３,第２４節
2022-09-10,愛媛,今治,3,2,Ｊ３,第２４節
2022-09-10,東京Ｖ,群馬,1,1,Ｊ２,第３５節
2022-09-07,横浜FM,湘南,3,0,Ｊ１,第２５節
2022-09-06,金沢,長崎,3,3,Ｊ２,第３２節
2022-09-04,熊本,大宮,1,0,Ｊ２,第３４節
2022-09-04,栃木Ｃ,群馬,1,1,Ｊ２,第３４節
2022-09-04,岡山,町田,2,0,Ｊ２,第３４節
2022-09-04,今治,北九州,2,3,Ｊ３,第２３節
2022-09-04,讃岐,藤枝,1,1,Ｊ３,第２３節
2022-09-03,新潟,大分,0,1,Ｊ２,第３４節
2022-09-03,鹿島,浦和,2,2,Ｊ１,第２８節
2022-09-03,広島,清水,2,0,Ｊ１,第２８節
2022-09-03,磐田,柏,2,2,Ｊ１,第２８節
2022-09-03,福岡,名古屋,2,3,Ｊ１,第２８節
2022-09-03,湘南,川崎Ｆ,2,1,Ｊ１,第２８節
2022-09-03,Ｇ大阪,鳥栖,0,3,Ｊ１,第２８節
2022-09-03,京都,神戸,2,0,Ｊ１,第２８節
2022-09-03,FC東京,横浜FM,2,2,Ｊ１,第２８節
2022-09-03,琉球,秋田,0,1,Ｊ２,第３４節
2022-09-03,千葉,長崎,0,1,Ｊ２,第３４節
2022-09-03,仙台,水戸,1,2,Ｊ２,第３４節
2022-09-03,山形,岩手,4,1,Ｊ２,第３４節
2022-09-03,いわき,長野,1,0,Ｊ３,第２３節
2022-09-03,八戸,宮崎,1,2,Ｊ３,第２３節
2022-09-03,相模原,鳥取,2,2,Ｊ３,第２３節
2022-09-03,松本,愛媛,2,1,Ｊ３,第２３節
2022-09-03,富山,福島,3,2,Ｊ３,第２３節
2022-09-03,岐阜,YS横浜,3,0,Ｊ３,第２３節
2022-09-03,沼津,鹿児島,0,1,Ｊ３,第２３節
2022-09-03,山口,横浜FC,3,3,Ｊ２,第３４節
2022-09-03,金沢,東京Ｖ,2,1,Ｊ２,第３４節
2022-09-03,徳島,甲府,2,0,Ｊ２,第３４節
2022-09-02,札幌,Ｃ大阪,2,1,Ｊ１,第２８節
2022-08-31,山形,岡山,0,2,Ｊ２,第８節
2022-08-31,福岡,Ｇ大阪,0,1,Ｊ１,第２４節
2022-08-31,川崎Ｆ,鳥栖,4,0,Ｊ１,第２０節
2022-08-30,相模原,福島,1,3,Ｊ３,第２０節
2022-08-28,群馬,岡山,0,1,Ｊ２,第３３節
2022-08-28,熊本,東京Ｖ,1,0,Ｊ２,第３３節
2022-08-28,秋田,大分,0,1,Ｊ２,第３３節
2022-08-28,宮崎,YS横浜,1,0,Ｊ３,第２２節
2022-08-28,鹿児島,今治,3,4,Ｊ３,第２２節
2022-08-28,長野,北九州,1,0,Ｊ３,第２２節
2022-08-27,甲府,金沢,2,2,Ｊ２,第３３節
2022-08-27,清水,京都,1,0,Ｊ１,第２７節
2022-08-27,名古屋,Ｇ大阪,0,2,Ｊ１,第２７節
2022-08-27,Ｃ大阪,広島,0,3,Ｊ１,第２７節
2022-08-27,川崎Ｆ,鹿島,2,1,Ｊ１,第２７節
2022-08-27,柏,FC東京,3,6,Ｊ１,第２７節
2022-08-27,水戸,琉球,0,0,Ｊ２,第３３節
2022-08-27,岩手,新潟,0,2,Ｊ２,第３３節
2022-08-27,仙台,千葉,0,2,Ｊ２,第３３節
2022-08-27,町田,横浜FC,0,1,Ｊ２,第３３節
2022-08-27,徳島,山口,2,1,Ｊ２,第３３節
2022-08-27,沼津,相模原,1,1,Ｊ３,第２２節
2022-08-27,藤枝,いわき,0,3,Ｊ３,第２２節
2022-08-27,福島,八戸,1,0,Ｊ３,第２２節
2022-08-27,松本,讃岐,1,0,Ｊ３,第２２節
2022-08-27,鳥取,富山,3,0,Ｊ３,第２２節
2022-08-27,愛媛,岐阜,1,1,Ｊ３,第２２節
2022-08-26,鳥栖,福岡,1,1,Ｊ１,第２７節
2022-08-24,東京Ｖ,徳島,0,1,Ｊ２,第２７節
2022-08-23,水戸,大分,2,0,Ｊ２,第２８節
2022-08-21,北九州,松本,0,1,Ｊ３,第２１節
2022-08-21,今治,讃岐,2,1,Ｊ３,第２１節
2022-08-21,宮崎,鳥取,0,2,Ｊ３,第２１節
2022-08-21,東京Ｖ,甲府,0,0,Ｊ２,第３２節
2022-08-21,湘南,鹿島,1,1,Ｊ１,第２６節
2022-08-21,YS横浜,沼津,4,2,Ｊ３,第２１節
2022-08-20,琉球,山形,2,2,Ｊ２,第３２節
2022-08-20,札幌,鳥栖,1,2,Ｊ１,第２６節
2022-08-20,福岡,川崎Ｆ,1,4,Ｊ１,第２６節
2022-08-20,広島,Ｇ大阪,5,2,Ｊ１,第２６節
2022-08-20,千葉,徳島,0,0,Ｊ２,第３２節
2022-08-20,新潟,熊本,1,0,Ｊ２,第３２節
2022-08-20,横浜FC,岡山,1,0,Ｊ２,第３２節
2022-08-20,清水,柏,1,1,Ｊ１,第２６節
2022-08-20,群馬,仙台,1,0,Ｊ２,第３２節
2022-08-20,富山,愛媛,2,1,Ｊ３,第２１節
2022-08-20,大宮,町田,0,2,Ｊ２,第３２節
2022-08-20,山口,水戸,1,0,Ｊ２,第３２節
2022-08-20,秋田,栃木Ｃ,0,3,Ｊ２,第３２節
2022-08-20,いわき,福島,4,1,Ｊ３,第２１節
2022-08-20,八戸,長野,3,1,Ｊ３,第２１節
2022-08-20,相模原,鹿児島,0,1,Ｊ３,第２１節
2022-08-20,大分,岩手,3,0,Ｊ２,第３２節
2022-08-19,名古屋,磐田,1,0,Ｊ１,第２６節
2022-08-17,千葉,甲府,0,0,Ｊ２,第２８節
2022-08-16,横浜FC,群馬,1,0,Ｊ２,第３１節
2022-08-14,鹿島,福岡,2,0,Ｊ１,第２５節
2022-08-14,柏,広島,2,3,Ｊ１,第２５節
2022-08-14,栃木Ｃ,新潟,0,2,Ｊ２,第３１節
2022-08-14,Ｇ大阪,清水,0,2,Ｊ１,第２５節
2022-08-14,鳥栖,名古屋,0,0,Ｊ１,第２５節
2022-08-14,YS横浜,北九州,1,0,Ｊ３,第２０節
2022-08-14,千葉,町田,1,2,Ｊ２,第３１節
2022-08-14,徳島,大分,2,2,Ｊ２,第３１節
2022-08-14,今治,岐阜,1,0,Ｊ３,第２０節
2022-08-14,鹿児島,松本,4,2,Ｊ３,第２０節
2022-08-14,長野,富山,1,0,Ｊ３,第２０節
2022-08-14,愛媛,鳥取,7,2,Ｊ３,第２０節
2022-08-13,甲府,熊本,2,2,Ｊ２,第３１節
2022-08-13,札幌,神戸,0,2,Ｊ１,第２５節
2022-08-13,磐田,浦和,0,6,Ｊ１,第２５節
2022-08-13,岩手,秋田,0,1,Ｊ２,第３１節
2022-08-13,山形,金沢,4,1,Ｊ２,第３１節
2022-08-13,長崎,琉球,2,3,Ｊ２,第３１節
2022-08-13,仙台,大宮,2,3,Ｊ２,第３１節
2022-08-13,岡山,山口,3,2,Ｊ２,第３１節
2022-08-13,八戸,いわき,0,5,Ｊ３,第２０節
2022-08-13,讃岐,宮崎,1,1,Ｊ３,第２０節
2022-08-07,鳥栖,磐田,2,0,Ｊ１,第２４節
2022-08-07,いわき,松本,0,0,Ｊ３,第１８節
2022-08-07,熊本,栃木Ｃ,2,0,Ｊ２,第３０節
2022-08-07,群馬,千葉,0,3,Ｊ２,第３０節
2022-08-07,秋田,水戸,1,1,Ｊ２,第３０節
2022-08-07,川崎Ｆ,横浜FM,2,1,Ｊ１,第２４節
2022-08-07,湘南,札幌,1,5,Ｊ１,第２４節
2022-08-07,FC東京,清水,0,2,Ｊ１,第２４節
2022-08-06,京都,柏,1,2,Ｊ１,第２４節
2022-08-06,名古屋,浦和,3,0,Ｊ１,第２４節
2022-08-06,Ｃ大阪,神戸,3,0,Ｊ１,第２４節
2022-08-06,鹿島,広島,0,2,Ｊ１,第２４節
2022-08-06,東京Ｖ,長崎,1,0,Ｊ２,第３０節
2022-08-06,岩手,岡山,1,3,Ｊ２,第３０節
2022-08-06,甲府,琉球,5,2,Ｊ２,第３０節
2022-08-06,新潟,徳島,2,2,Ｊ２,第３０節
2022-08-06,町田,大分,1,1,Ｊ２,第３０節
2022-08-06,大宮,横浜FC,3,2,Ｊ２,第３０節
2022-08-06,金沢,仙台,1,4,Ｊ２,第３０節
2022-08-06,山口,山形,0,1,Ｊ２,第３０節
2022-08-06,今治,YS横浜,5,2,Ｊ３,第１７節
2022-07-31,愛媛,YS横浜,2,0,Ｊ３,第１９節
2022-07-31,松本,八戸,0,1,Ｊ３,第１９節
2022-07-31,宮崎,相模原,0,0,Ｊ３,第１９節
2022-07-31,金沢,秋田,0,3,Ｊ２,第２９節
2022-07-31,清水,鳥栖,3,3,Ｊ１,第２３節
2022-07-30,広島,FC東京,1,2,Ｊ１,第２３節
2022-07-30,水戸,大宮,1,0,Ｊ２,第２９節
2022-07-30,横浜FM,鹿島,2,0,Ｊ１,第２３節
2022-07-30,浦和,川崎Ｆ,3,1,Ｊ１,第２３節
2022-07-30,神戸,柏,0,1,Ｊ１,第２３節
2022-07-30,琉球,熊本,2,0,Ｊ２,第２９節
2022-07-30,Ｇ大阪,京都,1,1,Ｊ１,第２３節
2022-07-30,Ｃ大阪,福岡,2,0,Ｊ１,第２３節
2022-07-30,磐田,湘南,1,0,Ｊ１,第２３節
2022-07-30,札幌,名古屋,2,2,Ｊ１,第２３節
2022-07-30,横浜FC,岩手,0,3,Ｊ２,第２９節
2022-07-30,栃木Ｃ,徳島,1,1,Ｊ２,第２９節
2022-07-30,山形,町田,1,0,Ｊ２,第２９節
2022-07-30,藤枝,鹿児島,2,1,Ｊ３,第１９節
2022-07-30,鳥取,岐阜,4,0,Ｊ３,第１９節
2022-07-30,讃岐,長野,0,1,Ｊ３,第１９節
2022-07-30,富山,いわき,1,1,Ｊ３,第１９節
2022-07-30,福島,今治,1,1,Ｊ３,第１９節
2022-07-30,北九州,沼津,1,0,Ｊ３,第１９節
2022-07-30,山口,仙台,2,2,Ｊ２,第２９節
2022-07-30,群馬,甲府,1,1,Ｊ２,第２９節
2022-07-30,長崎,新潟,2,2,Ｊ２,第２９節
2022-07-30,岡山,千葉,1,1,Ｊ２,第２９節
2022-07-30,大分,東京Ｖ,2,2,Ｊ２,第２９節
2022-07-24,長野,宮崎,3,2,Ｊ３,第１８節
2022-07-24,YS横浜,富山,1,2,Ｊ３,第１８節
2022-07-24,熊本,金沢,3,0,Ｊ２,第２８節
2022-07-24,東京Ｖ,横浜FC,0,1,Ｊ２,第２８節
2022-07-23,新潟,岡山,2,3,Ｊ２,第２８節
2022-07-23,徳島,琉球,0,0,Ｊ２,第２８節
2022-07-23,岩手,町田,1,3,Ｊ２,第２８節
2022-07-23,山形,群馬,0,1,Ｊ２,第２８節
2022-07-23,栃木Ｃ,山口,2,1,Ｊ２,第２８節
2022-07-23,仙台,長崎,1,2,Ｊ２,第２８節
2022-07-23,大宮,秋田,0,0,Ｊ２,第２８節
2022-07-23,福島,鳥取,3,2,Ｊ３,第１８節
2022-07-23,藤枝,北九州,3,1,Ｊ３,第１８節
2022-07-23,相模原,愛媛,2,3,Ｊ３,第１８節
2022-07-23,八戸,鹿児島,0,1,Ｊ３,第１８節
2022-07-23,岐阜,讃岐,2,1,Ｊ３,第１８節
2022-07-23,沼津,今治,0,1,Ｊ３,第１８節
2022-07-18,熊本,山口,1,0,Ｊ２,第２７節
2022-07-17,町田,長崎,1,2,Ｊ２,第２７節
2022-07-17,FC東京,磐田,2,0,Ｊ１,第２２節
2022-07-17,京都,広島,1,1,Ｊ１,第２２節
2022-07-17,横浜FC,千葉,4,0,Ｊ２,第２７節
2022-07-17,岡山,栃木Ｃ,0,0,Ｊ２,第２７節
2022-07-17,琉球,大宮,1,1,Ｊ２,第２７節
2022-07-17,秋田,山形,0,2,Ｊ２,第２７節
2022-07-17,宮崎,藤枝,1,3,Ｊ３,第１７節
2022-07-17,讃岐,愛媛,0,2,Ｊ３,第１７節
2022-07-17,松本,福島,1,0,Ｊ３,第１７節
2022-07-17,北九州,岐阜,2,1,Ｊ３,第１７節
2022-07-17,鹿児島,相模原,0,1,Ｊ３,第１７節
2022-07-16,湘南,福岡,0,0,Ｊ１,第２２節
2022-07-16,清水,浦和,1,2,Ｊ１,第２２節
2022-07-16,鹿島,神戸,1,1,Ｊ１,第２２節
2022-07-16,柏,札幌,1,0,Ｊ１,第２２節
2022-07-16,Ｇ大阪,Ｃ大阪,1,2,Ｊ１,第２２節
2022-07-16,大分,群馬,2,1,Ｊ２,第２７節
2022-07-16,鳥栖,横浜FM,2,2,Ｊ１,第２２節
2022-07-16,甲府,水戸,1,1,Ｊ２,第２７節
2022-07-16,岩手,仙台,1,5,Ｊ２,第２７節
2022-07-16,金沢,新潟,0,3,Ｊ２,第２７節
2022-07-16,いわき,沼津,4,0,Ｊ３,第１７節
2022-07-16,鳥取,長野,0,1,Ｊ３,第１７節
2022-07-15,富山,八戸,2,1,Ｊ３,第１７節
2022-07-10,千葉,栃木Ｃ,0,1,Ｊ２,第２６節
2022-07-10,札幌,鹿島,0,0,Ｊ１,第２１節
2022-07-10,広島,湘南,1,1,Ｊ１,第２１節
2022-07-10,名古屋,清水,0,2,Ｊ１,第２１節
2022-07-10,浦和,FC東京,3,0,Ｊ１,第２１節
2022-07-10,福岡,京都,1,0,Ｊ１,第２１節
2022-07-10,鳥栖,柏,0,1,Ｊ１,第２１節
2022-07-10,Ｃ大阪,横浜FM,2,2,Ｊ１,第２１節
2022-07-10,水戸,金沢,1,1,Ｊ２,第２６節
2022-07-10,甲府,秋田,3,1,Ｊ２,第２６節
2022-07-10,徳島,横浜FC,1,1,Ｊ２,第２６節
2022-07-10,大分,岡山,2,2,Ｊ２,第２６節
2022-07-10,大宮,東京Ｖ,2,2,Ｊ２,第２６節
2022-07-10,山形,熊本,0,1,Ｊ２,第２６節
2022-07-10,山口,新潟,1,3,Ｊ２,第２６節
2022-07-10,群馬,町田,0,2,Ｊ２,第２６節
2022-07-10,琉球,仙台,1,1,Ｊ２,第２６節
2022-07-10,長野,今治,1,1,Ｊ３,第１６節
2022-07-10,長崎,岩手,2,2,Ｊ２,第２６節
2022-07-10,岐阜,いわき,1,2,Ｊ３,第１６節
2022-07-10,愛媛,宮崎,2,0,Ｊ３,第１６節
2022-07-09,鳥取,北九州,1,2,Ｊ３,第１６節
2022-07-09,沼津,讃岐,1,0,Ｊ３,第１６節
2022-07-09,磐田,神戸,0,1,Ｊ１,第２１節
2022-07-09,川崎Ｆ,Ｇ大阪,4,0,Ｊ１,第２１節
2022-07-09,相模原,藤枝,0,1,Ｊ３,第１６節
2022-07-09,YS横浜,八戸,3,1,Ｊ３,第１６節
2022-07-09,松本,富山,1,0,Ｊ３,第１６節
2022-07-09,鹿児島,福島,2,1,Ｊ３,第１６節
2022-07-06,FC東京,札幌,3,0,Ｊ１,第２０節
2022-07-06,横浜FM,広島,3,0,Ｊ１,第２０節
2022-07-06,湘南,Ｇ大阪,1,0,Ｊ１,第２０節
2022-07-06,神戸,清水,2,1,Ｊ１,第２０節
2022-07-06,鹿島,Ｃ大阪,3,3,Ｊ１,第２０節
2022-07-06,柏,名古屋,0,1,Ｊ１,第２０節
2022-07-06,浦和,京都,2,2,Ｊ１,第２０節
2022-07-06,岩手,琉球,0,1,Ｊ２,第２５節
2022-07-06,磐田,福岡,0,1,Ｊ１,第２０節
2022-07-06,町田,水戸,2,3,Ｊ２,第２５節
2022-07-06,栃木Ｃ,東京Ｖ,0,1,Ｊ２,第２５節
2022-07-06,岡山,大宮,4,2,Ｊ２,第２５節
2022-07-06,熊本,徳島,1,1,Ｊ２,第２５節
2022-07-06,横浜FC,秋田,1,1,Ｊ２,第２５節
2022-07-06,金沢,群馬,2,1,Ｊ２,第２５節
2022-07-06,山口,大分,0,0,Ｊ２,第２５節
2022-07-06,長崎,山形,1,1,Ｊ２,第２５節
2022-07-06,仙台,甲府,3,0,Ｊ２,第２５節
2022-07-06,新潟,千葉,1,2,Ｊ２,第２５節
2022-07-03,讃岐,YS横浜,1,0,Ｊ３,第１５節
2022-07-03,東京Ｖ,琉球,2,1,Ｊ２,第２４節
2022-07-03,岐阜,今治,0,5,Ｊ３,第１５節
2022-07-02,甲府,長崎,0,1,Ｊ２,第２４節
2022-07-02,柏,鹿島,1,2,Ｊ１,第１９節
2022-07-02,広島,磐田,3,0,Ｊ１,第１９節
2022-07-02,清水,横浜FM,3,5,Ｊ１,第１９節
2022-07-02,湘南,名古屋,0,0,Ｊ１,第１９節
2022-07-02,Ｇ大阪,浦和,1,1,Ｊ１,第１９節
2022-07-02,Ｃ大阪,川崎Ｆ,2,1,Ｊ１,第１９節
2022-07-02,鳥栖,神戸,0,2,Ｊ１,第１９節
2022-07-02,秋田,山口,0,1,Ｊ２,第２４節
2022-07-02,岩手,大宮,1,0,Ｊ２,第２４節
2022-07-02,水戸,横浜FC,1,2,Ｊ２,第２４節
2022-07-02,町田,仙台,2,3,Ｊ２,第２４節
2022-07-02,沼津,鳥取,3,0,Ｊ３,第１５節
2022-07-02,岡山,熊本,0,2,Ｊ２,第２４節
2022-07-02,大分,千葉,3,2,Ｊ２,第２４節
2022-07-02,金沢,徳島,0,1,Ｊ２,第２４節
2022-07-02,山形,栃木Ｃ,0,2,Ｊ２,第２４節
2022-07-02,群馬,新潟,0,2,Ｊ２,第２４節
2022-07-02,いわき,宮崎,2,0,Ｊ３,第１５節
2022-07-02,藤枝,愛媛,2,0,Ｊ３,第１５節
2022-07-02,福島,富山,1,1,Ｊ３,第１５節
2022-07-02,北九州,鹿児島,1,2,Ｊ３,第１５節
2022-07-02,相模原,長野,1,2,Ｊ３,第１５節
2022-07-02,八戸,松本,0,1,Ｊ３,第１５節
2022-07-02,FC東京,福岡,2,2,Ｊ１,第１９節
2022-07-02,京都,札幌,2,1,Ｊ１,第１９節
2022-06-29,Ｇ大阪,広島,2,0,Ｊ１,第１５節
2022-06-26,八戸,福島,1,0,Ｊ３,第１４節
2022-06-26,徳島,群馬,1,0,Ｊ２,第２３節
2022-06-26,宮崎,岐阜,1,4,Ｊ３,第１４節
2022-06-26,札幌,Ｇ大阪,1,0,Ｊ１,第１８節
2022-06-26,名古屋,鹿島,1,1,Ｊ１,第１８節
2022-06-26,Ｃ大阪,清水,1,1,Ｊ１,第１８節
2022-06-26,神戸,浦和,0,1,Ｊ１,第１８節
2022-06-26,京都,湘南,0,1,Ｊ１,第１８節
2022-06-26,鳥栖,FC東京,5,0,Ｊ１,第１８節
2022-06-26,千葉,東京Ｖ,3,1,Ｊ２,第２３節
2022-06-26,栃木Ｃ,岩手,1,1,Ｊ２,第２３節
2022-06-26,横浜FC,新潟,2,0,Ｊ２,第２３節
2022-06-26,琉球,町田,0,1,Ｊ２,第２３節
2022-06-26,大宮,金沢,0,1,Ｊ２,第２３節
2022-06-26,山口,甲府,2,1,Ｊ２,第２３節
2022-06-26,北九州,讃岐,1,0,Ｊ３,第１４節
2022-06-26,松本,いわき,2,1,Ｊ３,第１４節
2022-06-26,今治,沼津,0,0,Ｊ３,第１４節
2022-06-25,水戸,岡山,1,1,Ｊ２,第２３節
2022-06-25,横浜FM,柏,4,0,Ｊ１,第１８節
2022-06-25,福岡,広島,1,3,Ｊ１,第１８節
2022-06-25,川崎Ｆ,磐田,1,1,Ｊ１,第１８節
2022-06-25,仙台,山形,1,1,Ｊ２,第２３節
2022-06-25,熊本,大分,1,2,Ｊ２,第２３節
2022-06-25,長崎,秋田,0,0,Ｊ２,第２３節
2022-06-25,YS横浜,藤枝,0,3,Ｊ３,第１４節
2022-06-25,富山,長野,1,0,Ｊ３,第１４節
